DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
137,13.713931
92,12.95096
158,53.67159
119,15.944650000000001
107,12.95096
15,12.95096
35,12.95096
46,12.95096
123,27.72583
53,12.95096
157,486.33921400000025
2,15.33867
146,16.370491
109,94.46506000000001
141,13.713931
6,13.713931
114,14.799489999999999
67,12.95096
102,12.95096
16,12.95096
145,13.713931
136,13.713931
110,12.95096
24,12.95096
129,13.713931
154,12.95096
50,12.95096
133,13.713931
103,12.95096
59,12.95096
83,12.95096
95,12.95096
47,12.95096
77,12.95096
38,12.95096
17,12.95096
127,13.713931
86,12.95096
27,12.95096
126,15.191581000000001
105,12.95096
91,12.95096
65,12.95096
28,12.95096
62,12.95096
90,12.95096
52,12.95096
37,12.95096
20,20.70783
122,17.42024
98,12.95096
153,13.713931
45,12.95096
7,13.713931
134,13.713931
69,12.95096
82,12.95096
72,12.95096
101,62.69246
21,20.70783
63,12.95096
8,90.25601
43,12.95096
124,17.42024
39,12.95096
142,15.891573000000001
121,9.39918
32,12.95096
163,9.304459999999999
11,90.25601
54,12.95096
56,12.95096
40,12.95096
33,12.95096
111,94.46506000000001
29,12.95096
147,14.60171
18,12.95096
5,14.799489999999999
1,12.95096
34,12.95096
128,13.713931
100,62.69246
31,12.95096
26,12.95096
61,12.95096
57,12.95096
87,12.95096
68,12.95096
148,14.60171
138,13.713931
85,12.95096
51,12.95096
70,12.95096
78,12.95096
9,90.25601
4,13.713931
12,27.73631
159,11.628369999999999
14,23.60523
42,12.95096
58,12.95096
88,12.95096
30,12.95096
64,12.95096
55,12.95096
19,23.60523
41,12.95096
139,13.713931
115,12.95096
89,12.95096
76,12.95096
117,9.39918
104,12.95096
149,14.60171
10,90.25601
131,13.713931
113,12.95096
130,13.713931
48,12.95096
108,698.38358
96,12.95096
155,7.62083
152,13.713931
74,12.95096
160,11.628369999999999
125,14.799489999999999
106,12.95096
162,7.857850000000001
150,14.60171
36,12.95096
66,12.95096
49,12.95096
151,12.95096
84,12.95096
73,12.95096
22,12.95096
60,12.95096
75,12.95096
3,9.39918
80,12.95096
132,13.713931
94,12.95096
161,20.88791
97,12.95096
116,9.39918
112,94.46506000000001
144,12.95096
120,12.95096
44,12.95096
23,12.95096
25,12.95096
79,94.46506000000001
156,7.62083
140,13.713931
93,12.95096
143,13.713931
81,12.95096
13,21.36972
71,12.95096
135,13.713931
99,12.95096
118,90.25601
