DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
119,8.223119
127,8.223119
26,8.223119
54,8.223119
124,8.223119
59,8.223119
122,8.223119
80,8.223119
113,8.223119
48,8.223119
84,8.223119
72,8.223119
147,8.2698873
114,59.890383100000015
107,8.223119
36,8.223119
5,59.87277810000001
126,8.223119
47,8.223119
108,9.793284
139,8.223119
32,8.223119
19,74.8130194
116,22.3609644
6,8.223119
77,8.223119
128,8.223119
81,8.223119
88,8.223119
10,66.8378074
142,8.223119
90,8.223119
100,8.479259
146,8.223119
105,8.223119
33,8.223119
79,8.223119
35,8.223119
154,8.588790300000001
12,74.8130194
125,60.98331710000001
40,8.223119
66,8.223119
61,8.223119
112,8.223119
97,8.223119
157,93.10124539999998
162,8.761276
46,8.223119
135,8.223119
141,8.223119
18,8.573107
145,8.223119
8,66.8378074
2,10.932739000000002
96,8.223119
94,8.223119
144,8.223119
64,8.223119
24,8.223119
134,8.223119
102,8.223119
39,8.223119
22,8.223119
29,8.223119
120,8.223119
101,8.479259
121,20.688663400000003
49,8.223119
118,66.8378074
7,8.223119
67,8.223119
148,8.466236300000002
110,8.223119
3,20.688663400000003
76,8.223119
51,8.223119
83,8.223119
38,8.223119
123,63.71873840000001
117,22.3609644
4,8.223119
109,8.223119
52,8.223119
21,15.603149000000002
45,8.223119
132,8.223119
55,29.785819000000004
62,8.223119
115,8.223119
37,8.223119
11,122.9457614
69,8.223119
103,8.223119
44,8.223119
95,8.223119
87,8.223119
163,48.33950240000001
56,8.223119
60,8.223119
70,8.223119
27,8.223119
34,8.223119
58,8.223119
160,23.230857399999998
41,8.223119
155,21.4341844
136,8.223119
99,8.223119
68,8.223119
74,8.223119
104,8.223119
20,8.223119
151,8.223119
152,8.223119
28,8.223119
82,8.223119
14,74.8130194
111,8.223119
50,8.223119
63,8.223119
42,8.223119
159,23.230857399999998
150,8.2698873
149,8.2698873
98,8.223119
153,8.223119
30,8.223119
75,8.223119
85,8.223119
161,63.48974940000001
16,8.223119
156,21.909273400000004
31,8.223119
131,8.223119
129,8.223119
71,8.223119
86,8.223119
89,8.223119
9,66.8378074
158,27.8540974
1,8.223119
53,8.223119
143,8.223119
57,8.223119
130,8.223119
15,8.223119
133,8.223119
25,8.223119
17,9.947899000000001
65,8.223119
92,8.223119
23,8.223119
73,8.223119
93,8.223119
140,8.223119
138,8.223119
78,8.223119
13,41.7737694
106,8.223119
137,8.223119
91,8.223119
43,8.223119
