DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
38,8.718173
58,8.718173
45,8.718173
50,8.718173
29,8.718173
147,8.718173
162,9.569822
93,8.718173
2,16.834044
9,107.34297500000001
124,8.718173
65,8.718173
137,8.718173
158,13.908529000000001
70,8.718173
55,22.380280999999997
42,8.718173
10,107.34297500000001
56,8.718173
32,8.718173
39,8.718173
89,8.718173
161,80.486489
122,8.718173
90,8.718173
61,8.718173
11,112.30131500000002
98,8.718173
128,8.718173
8,107.34297500000001
57,8.718173
16,10.593988000000001
108,11.930405000000002
103,8.718173
149,8.718173
73,8.718173
49,8.718173
62,8.718173
125,207.61862600000006
7,8.718173
51,8.718173
34,8.718173
12,70.42066899999999
127,8.718173
132,8.718173
134,8.718173
76,8.718173
115,10.593988000000001
157,69.3022261
27,8.718173
68,8.718173
21,16.836521
87,8.718173
23,8.913867
151,11.368257000000002
126,8.718173
129,8.718173
131,8.718173
135,8.718173
60,8.718173
18,8.947842
13,37.456286000000006
154,8.718173
143,8.718173
99,8.718173
117,15.179226
107,8.718173
105,8.718173
150,8.718173
3,13.393116
20,13.427191
46,8.718173
25,8.718173
22,8.718173
106,8.718173
92,8.718173
152,8.718173
138,8.718173
19,70.42066899999999
17,9.216182
91,8.718173
100,9.911543
86,8.718173
114,207.61862600000006
78,8.718173
40,8.718173
145,8.718173
101,9.911543
52,8.718173
54,8.718173
83,8.718173
36,8.718173
97,8.718173
4,8.718173
153,8.857719
5,207.61862600000006
71,8.718173
75,8.718173
163,51.181125
121,13.393116
41,8.718173
74,8.718173
30,8.718173
14,70.42066899999999
67,8.718173
118,107.34297500000001
53,8.718173
104,8.718173
110,8.718173
26,8.718173
119,8.718173
148,8.89865
44,8.718173
95,8.718173
24,8.718173
159,13.489256600000001
47,8.718173
133,8.718173
64,8.718173
140,8.718173
31,8.718173
111,8.718173
66,8.718173
43,8.718173
130,8.718173
123,54.362468
112,8.718173
139,8.718173
69,8.718173
102,8.718173
6,8.718173
80,8.718173
33,8.718173
120,8.718173
72,8.718173
85,8.718173
160,13.393116
144,8.718173
109,8.718173
77,8.718173
84,8.718173
15,10.593988000000001
63,8.718173
48,8.718173
59,8.718173
155,14.125602
94,8.718173
142,8.718173
79,8.718173
136,8.718173
35,8.718173
96,8.718173
81,8.718173
88,8.718173
37,8.718173
113,8.718173
141,8.718173
116,16.835606
1,8.718173
28,8.718173
156,18.399766
82,8.718173
146,8.718173
