DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
34,29.8439
111,29.8439
119,36.1379
7,29.8439
61,29.8439
69,29.8439
134,29.8439
66,29.8439
8,115.53344600000003
48,29.8439
74,29.8439
87,29.8439
133,29.8439
51,29.8439
3,19.162874
31,29.8439
62,29.8439
123,80.78128500000001
103,29.8439
23,29.8439
89,29.8439
15,35.558636
86,29.8439
54,29.8439
60,29.8439
63,29.8439
151,35.558636
155,21.291263999999998
45,29.8439
18,29.8439
20,35.14432
106,29.8439
127,29.8439
84,29.8439
11,118.35988600000002
19,98.96236100000002
33,29.8439
16,35.558636
141,29.8439
113,29.8439
30,29.8439
107,29.8439
76,29.8439
136,29.8439
9,115.53344600000003
121,19.162874
46,29.8439
49,29.8439
98,29.8439
77,29.8439
52,29.8439
108,65.90951
22,30.84587
125,112.55962399999999
153,30.84508
130,29.8439
75,29.8439
78,29.8439
159,44.506193999999994
99,29.8439
161,97.19647200000003
117,23.900754
91,29.8439
92,29.8439
55,29.8439
122,29.8439
4,29.8439
148,29.8439
90,29.8439
81,29.8439
5,112.55962399999999
126,29.8439
70,29.8439
132,29.8439
110,29.8439
6,29.8439
94,29.8439
149,29.8439
29,29.8439
145,29.8439
154,29.8439
43,29.8439
67,29.8439
144,29.8439
17,33.129099
21,40.27917000000001
44,29.8439
36,29.8439
50,29.8439
95,29.8439
128,29.8439
10,115.53344600000003
79,29.8439
73,29.8439
112,29.8439
58,29.8439
137,29.8439
14,103.23705100000001
150,29.8439
24,29.8439
102,29.8439
140,29.8439
97,29.8439
35,30.669945000000002
41,29.8439
80,29.8439
13,35.641448999999994
85,29.8439
83,29.8439
42,29.8439
124,29.8439
59,29.8439
65,29.8439
114,112.55962399999999
40,29.8439
157,268.14122699999996
1,29.8439
156,23.624264
101,38.25335
115,35.558636
160,42.533094
12,98.96236100000002
82,29.8439
129,29.8439
71,29.8439
116,23.900754
53,29.8439
37,29.8439
146,29.8439
68,29.8439
138,29.8439
105,29.8439
135,29.8439
147,29.8439
88,29.8439
25,29.8439
120,29.8439
93,29.8439
162,29.8439
100,38.25335
109,29.8439
47,29.8439
27,29.8439
64,29.8439
152,29.8439
163,24.645424
56,29.8439
38,29.8439
57,29.8439
158,43.495714
118,115.53344600000003
32,29.8439
2,37.894919
72,29.8439
28,29.8439
96,29.8439
142,29.8439
143,29.8439
26,29.8439
104,29.8439
131,29.8439
39,29.8439
139,29.8439
