DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
110,100.2818109
133,100.2818109
63,100.2818109
105,100.2818109
19,96.23999599999998
56,100.2818109
86,100.2818109
153,100.3316372
163,83.686132
47,100.2818109
130,100.2818109
123,223.872885
77,100.2818109
38,100.2818109
141,100.2818109
43,100.2818109
34,100.2818109
98,100.2818109
69,100.2818109
4,100.2818109
126,100.2818109
12,96.23999599999998
9,249.69370829999997
154,100.2818109
156,81.87941100000002
108,175.3407679
45,100.2818109
31,100.2818109
112,100.2818109
116,82.00460400000001
131,100.2818109
21,100.8761622
151,102.29674800000001
13,87.4146585
83,100.2818109
60,100.2818109
16,102.29674800000001
8,249.69370829999997
71,100.2818109
85,100.2818109
53,100.2818109
103,100.2818109
161,123.966317
62,100.2818109
55,100.2818109
5,149.45683370000003
61,100.2818109
136,100.2818109
134,100.2818109
14,96.56063399999998
122,100.2818109
78,100.2818109
117,82.00460400000001
92,100.2818109
7,100.2818109
157,183.42285490000003
26,100.2818109
54,100.2818109
39,100.2818109
114,149.45683370000003
48,100.2818109
100,268.5368109
64,100.2818109
50,100.2818109
147,100.2818109
140,100.2818109
17,102.9771249
11,250.12982629999996
102,100.2818109
132,100.2818109
2,101.3628939
73,100.2818109
20,100.6832082
24,100.2818109
3,81.60469800000001
79,100.2818109
35,107.5867809
99,100.2818109
68,100.2818109
127,100.2818109
59,100.2818109
52,100.2818109
81,100.2818109
1,100.2818109
57,100.2818109
33,100.2818109
36,100.2818109
142,100.2818109
106,100.2818109
75,100.2818109
6,100.2818109
40,100.2818109
23,100.2818109
162,100.2818109
160,85.61833800000001
80,100.2818109
155,81.60469800000001
138,100.2818109
70,100.2818109
67,100.2818109
51,100.2818109
95,100.2818109
146,100.2818109
87,100.2818109
135,100.2818109
27,100.2818109
89,100.2818109
46,100.2818109
84,100.2818109
159,86.16242600000001
93,100.2818109
104,100.2818109
88,100.2818109
111,100.2818109
129,100.2818109
44,100.2818109
65,100.2818109
66,100.2818109
115,102.29674800000001
94,100.2818109
101,268.5368109
42,100.2818109
22,102.6670509
41,100.2818109
107,100.2818109
149,100.2818109
18,100.2818109
158,133.79490000000004
90,100.2818109
119,104.7221009
72,100.2818109
58,100.2818109
76,100.2818109
109,100.2818109
124,100.2818109
121,81.60469800000001
145,100.2818109
37,100.2818109
144,100.2818109
139,100.2818109
32,100.2818109
30,100.2818109
91,100.2818109
74,100.2818109
118,249.69370829999997
143,100.2818109
120,100.2818109
82,100.2818109
28,100.2818109
29,100.2818109
113,100.2818109
137,100.2818109
15,102.29674800000001
125,149.45683370000003
96,100.2818109
97,100.2818109
49,100.2818109
150,100.2818109
128,100.2818109
148,100.2818109
10,249.69370829999997
25,100.2818109
152,100.2818109
