DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
46,20.091528
128,20.091528
133,20.091528
53,20.091528
50,20.091528
36,20.091528
120,20.091528
150,21.304987999999998
149,21.304987999999998
35,20.091528
117,7.99006
105,20.091528
25,20.091528
123,29.626872
66,20.091528
83,20.091528
31,20.091528
28,20.091528
47,20.091528
159,4.44905
1,20.091528
94,20.091528
78,20.091528
76,20.091528
75,20.091528
144,20.091528
148,21.304987999999998
5,14.7438
64,20.091528
160,2.45083
91,20.732555
142,23.012508
146,23.012508
8,53.87005
37,20.091528
62,20.091528
63,20.091528
70,20.091528
99,20.091528
13,6.554282
126,20.091528
45,20.091528
132,20.091528
108,833.2356879999998
74,20.091528
69,20.091528
85,20.091528
24,22.071748
116,7.99006
139,20.091528
157,453.1085200000001
96,20.091528
114,14.7438
125,17.10688
113,20.091528
140,20.091528
104,20.091528
87,20.091528
81,20.091528
2,22.941888
158,18.1381
118,53.87005
40,20.091528
79,20.091528
27,20.091528
130,20.091528
18,20.091528
52,20.091528
138,20.091528
10,53.87005
122,20.091528
26,20.091528
6,20.091528
134,20.091528
39,20.091528
23,22.109005
29,20.732555
32,20.091528
51,20.091528
137,20.091528
155,6.67363
80,20.091528
73,20.091528
124,20.091528
3,4.08156
41,20.091528
101,48.141558
30,20.732555
145,20.091528
143,20.091528
20,20.091528
71,20.091528
21,23.035048
131,20.091528
129,20.091528
86,20.842845999999998
106,20.091528
119,26.391758
95,20.091528
82,20.091528
72,20.091528
151,34.02196
55,20.091528
92,20.091528
112,20.091528
14,19.189912
162,21.571648
11,62.18976
152,20.091528
84,21.413757999999998
58,20.091528
56,20.091528
44,20.091528
163,7.30561
61,20.091528
19,19.189912
48,20.091528
34,20.091528
17,20.091528
89,20.091528
68,20.091528
154,21.304987999999998
136,20.091528
115,34.02196
103,20.091528
97,20.091528
98,20.091528
100,48.141558
16,34.02196
67,20.091528
156,3.6376
153,20.091528
42,20.091528
102,20.091528
22,21.006327
4,20.091528
38,20.091528
127,20.091528
90,20.091528
9,53.87005
147,21.304987999999998
7,20.091528
59,20.091528
121,4.08156
49,20.091528
141,20.091528
77,20.091528
60,20.091528
109,20.091528
15,34.02196
110,20.091528
111,20.091528
54,20.091528
57,20.091528
107,20.091528
33,20.091528
12,23.921832
88,20.091528
93,20.091528
43,20.091528
161,34.72113
65,20.091528
135,20.091528
